Transaction_id,amount,currency,Transaction_type,payment_method,payment_status,customer_id,Transaction_Date
8749,2919,GBP,Refund,PayPal,Pending,894,2020-06-06
8750,223,USD,Purchase,PayPal,Pending,3357,2022-12-22
8751,2686,EUR,Purchase,Credit Card,Refunded,2592,2023-09-29
8752,1884,GBP,Purchase,PayPal,Pending,9888,2020-08-03
8753,2540,USD,Purchase,PayPal,Pending,4237,2021-09-28
8754,3813,USD,Refund,PayPal,Pending,1058,2021-04-20
8755,1984,GBP,Purchase,Credit Card,Completed,5030,2020-05-08
8756,1990,USD,Purchase,Debit Card,Completed,9278,2021-11-03
8757,3079,USD,Purchase,Credit Card,Completed,9455,2021-02-20
8758,3041,USD,Purchase,Debit Card,Pending,1669,2024-06-26
8759,4535,USD,Refund,Credit Card,Completed,5773,2022-08-31
8760,2265,EUR,Purchase,PayPal,Pending,6036,2024-08-12
8761,2873,GBP,Refund,PayPal,Completed,9916,2022-10-07
8762,1401,GBP,Purchase,Debit Card,Refunded,10270,2020-05-03
8763,4379,GBP,Refund,Credit Card,Completed,2231,2023-04-29
8764,4697,USD,Purchase,PayPal,Pending,4152,2022-09-28
8765,4591,GBP,Purchase,Credit Card,Completed,8634,2022-12-07
8766,1740,USD,Purchase,Credit Card,Completed,6269,2022-10-15
8767,3774,USD,Purchase,Credit Card,Pending,7833,2023-10-29
8768,2015,GBP,Purchase,PayPal,Completed,4642,2021-03-26
8769,427,GBP,Purchase,Debit Card,Refunded,10090,2020-06-29
8770,3728,USD,Refund,Credit Card,Completed,10274,2023-11-19
8771,1812,EUR,Refund,Debit Card,Completed,3995,2020-05-26
8772,2932,USD,Purchase,PayPal,Completed,2492,2022-01-10
8773,3313,USD,Purchase,PayPal,Completed,6552,2020-08-03
8774,4854,EUR,Purchase,Debit Card,Completed,2995,2021-01-21
8775,1981,GBP,Refund,Credit Card,Completed,164,2024-01-10
8776,465,USD,Purchase,Debit Card,Completed,5131,2023-05-12
8777,3898,GBP,Refund,Debit Card,Refunded,1627,2021-08-31
8778,988,USD,Refund,Debit Card,Refunded,7885,2020-08-31
8779,4571,GBP,Refund,Credit Card,Completed,7316,2023-02-09
8780,512,EUR,Purchase,PayPal,Completed,6945,2022-05-29
8781,1009,GBP,Purchase,Debit Card,Completed,6292,2020-11-28
8782,3886,USD,Purchase,PayPal,Completed,10051,2022-04-09
8783,3402,GBP,Purchase,Debit Card,Refunded,981,2024-06-27
8784,3673,GBP,Purchase,PayPal,Completed,3778,2024-09-30
8785,2515,GBP,Purchase,PayPal,Pending,5087,2023-10-24
8786,3656,GBP,Purchase,Credit Card,Completed,10614,2023-03-10
8787,4673,EUR,Purchase,Credit Card,Refunded,7577,2021-10-14
8788,2653,USD,Refund,Credit Card,Refunded,10365,2023-06-17
8789,4650,EUR,Refund,Credit Card,Completed,1540,2024-07-02
8790,3636,USD,Purchase,PayPal,Pending,5704,2023-01-17
8791,2082,GBP,Refund,PayPal,Completed,5323,2021-10-22
8792,757,USD,Purchase,Credit Card,Refunded,7544,2021-08-17
8793,1303,GBP,Refund,Credit Card,Pending,10502,2020-05-22
8794,1702,EUR,Purchase,PayPal,Completed,6286,2023-03-20
8795,4876,EUR,Purchase,PayPal,Completed,5123,2024-02-08
8796,2032,GBP,Purchase,Debit Card,Pending,10777,2024-07-14
8797,2417,USD,Purchase,Debit Card,Completed,2774,2020-11-05
8798,4778,USD,Refund,Credit Card,Pending,6308,2022-05-08
8799,2297,GBP,Refund,PayPal,Completed,10002,2021-05-07
8800,110,USD,Refund,Credit Card,Refunded,7984,2023-12-18
8801,4109,USD,Purchase,Credit Card,Pending,8423,2022-04-17
8802,4327,USD,Purchase,PayPal,Completed,10502,2020-05-22
8803,1140,EUR,Purchase,PayPal,Pending,8846,2023-01-14
8804,89,GBP,Refund,Debit Card,Completed,8026,2023-09-30
8805,4685,EUR,Purchase,Credit Card,Completed,5641,2023-09-30
8806,2673,GBP,Purchase,Credit Card,Refunded,10848,2023-03-11
8807,1698,USD,Refund,PayPal,Completed,6,2020-07-14
8808,3543,USD,Purchase,PayPal,Completed,6936,2020-12-13
8809,2284,GBP,Purchase,Debit Card,Completed,1448,2022-10-21
8810,2544,USD,Purchase,Credit Card,Refunded,2172,2024-05-03
8811,2634,USD,Purchase,Credit Card,Completed,390,2021-04-01
8812,2807,EUR,Refund,Credit Card,Refunded,7373,2022-08-05
8813,3972,GBP,Refund,Credit Card,Pending,4591,2022-12-21
8814,1313,USD,Purchase,Credit Card,Pending,10362,2023-07-13
8815,4583,USD,Purchase,Credit Card,Pending,1226,2024-07-08
8816,4783,GBP,Refund,Credit Card,Pending,10959,2021-03-17
8817,981,USD,Refund,PayPal,Completed,6712,2022-05-04
8818,1429,GBP,Refund,PayPal,Pending,9693,2024-07-07
8819,2187,GBP,Purchase,Debit Card,Pending,10227,2024-07-31
8820,2604,EUR,Purchase,Debit Card,Refunded,4509,2024-06-03
8821,3565,USD,Refund,PayPal,Pending,6083,2021-02-22
8822,4079,USD,Purchase,Credit Card,Refunded,9280,2020-11-19
8823,1045,EUR,Refund,Debit Card,Pending,3181,2022-02-18
8824,2862,EUR,Refund,Debit Card,Pending,5620,2024-01-14
8825,1464,EUR,Purchase,Debit Card,Completed,8909,2021-07-25
8826,2887,USD,Purchase,PayPal,Pending,3680,2021-09-01
8827,1097,GBP,Refund,Debit Card,Pending,7267,2020-12-16
8828,2826,USD,Refund,PayPal,Pending,9404,2023-04-28
8829,105,USD,Purchase,Credit Card,Refunded,10740,2021-08-02
8830,4468,EUR,Purchase,Debit Card,Completed,3418,2020-04-30
8831,3981,GBP,Purchase,Credit Card,Completed,10212,2022-02-13
8832,2254,USD,Refund,Debit Card,Refunded,4720,2020-01-18
8833,2235,EUR,Refund,PayPal,Refunded,1125,2021-03-13
8834,2018,EUR,Refund,Credit Card,Refunded,6321,2022-06-30
8835,3732,USD,Purchase,Credit Card,Completed,6799,2020-04-28
8836,1274,USD,Refund,PayPal,Completed,7912,2024-08-16
8837,2230,EUR,Refund,Debit Card,Pending,1581,2020-03-11
8838,4798,EUR,Refund,Credit Card,Pending,4857,2024-06-07
8839,4828,EUR,Purchase,PayPal,Completed,8356,2021-10-07
8840,2323,GBP,Refund,PayPal,Pending,72,2022-08-25
8841,2510,USD,Refund,Debit Card,Refunded,5036,2022-10-09
8842,1587,USD,Purchase,Debit Card,Refunded,2562,2022-01-03
8843,2582,USD,Purchase,Debit Card,Pending,10771,2023-05-09
8844,1858,GBP,Purchase,Credit Card,Refunded,5621,2023-04-18
8845,2743,USD,Refund,PayPal,Pending,9482,2023-02-10
8846,4744,USD,Refund,PayPal,Pending,9223,2023-07-24
8847,1706,USD,Purchase,PayPal,Pending,3201,2020-10-04
8848,2483,EUR,Purchase,Credit Card,Pending,1452,2022-07-06
8849,831,GBP,Purchase,Credit Card,Completed,5352,2022-08-20
8850,1331,GBP,Refund,Debit Card,Pending,5636,2021-09-29
8851,2483,GBP,Refund,Debit Card,Pending,430,2021-10-06
8852,3661,USD,Refund,Credit Card,Refunded,1157,2021-06-22
8853,4919,USD,Purchase,Credit Card,Completed,6367,2021-10-08
8854,3362,EUR,Refund,Credit Card,Refunded,1783,2021-09-20
8855,3470,GBP,Refund,PayPal,Completed,7676,2022-03-17
8856,702,GBP,Purchase,Credit Card,Refunded,9446,2024-02-09
8857,177,GBP,Purchase,Credit Card,Completed,6075,2021-02-28
8858,2200,USD,Purchase,Debit Card,Pending,10159,2024-07-25
8859,1620,EUR,Purchase,PayPal,Completed,7018,2022-06-03
8860,2024,USD,Refund,PayPal,Completed,7720,2021-10-10
8861,3213,EUR,Refund,Debit Card,Refunded,9267,2024-01-16
8862,4932,USD,Purchase,Debit Card,Refunded,7535,2020-08-10
8863,3273,GBP,Refund,Debit Card,Pending,9137,2023-01-26
8864,4805,USD,Refund,Credit Card,Pending,4656,2021-12-02
8865,4643,GBP,Purchase,Debit Card,Pending,2119,2023-01-25
8866,4676,GBP,Refund,Debit Card,Completed,2415,2021-04-20
8867,544,GBP,Purchase,Credit Card,Completed,1260,2020-09-25
8868,3978,USD,Purchase,Credit Card,Pending,4984,2020-01-14
8869,2950,EUR,Purchase,PayPal,Completed,1872,2024-02-10
8870,4512,GBP,Refund,PayPal,Completed,2818,2020-04-12
8871,2006,GBP,Refund,Credit Card,Refunded,2125,2023-09-16
8872,3428,EUR,Purchase,Debit Card,Refunded,1091,2020-07-29
8873,599,EUR,Refund,PayPal,Refunded,8925,2023-02-04
8874,2623,GBP,Refund,Debit Card,Pending,9278,2021-11-03
8875,1481,USD,Purchase,Credit Card,Completed,9595,2022-03-26
8876,1487,GBP,Purchase,Debit Card,Refunded,6790,2020-05-15
8877,2037,EUR,Purchase,Debit Card,Refunded,8250,2020-07-04
8878,1314,USD,Purchase,Debit Card,Refunded,5824,2020-09-24
8879,904,GBP,Purchase,Debit Card,Pending,5392,2021-06-03
8880,709,USD,Refund,Debit Card,Pending,970,2020-03-17
8881,3930,EUR,Refund,Credit Card,Pending,605,2021-11-25
8882,4388,EUR,Refund,Debit Card,Completed,8465,2023-11-16
8883,1888,USD,Refund,PayPal,Pending,7462,2023-10-09
8884,4039,GBP,Refund,Debit Card,Pending,5046,2020-01-21
8885,1310,EUR,Purchase,Credit Card,Pending,9246,2024-03-09
8886,3444,GBP,Refund,PayPal,Refunded,5561,2023-02-09
8887,797,GBP,Purchase,PayPal,Pending,1552,2020-01-01
8888,2571,USD,Refund,Credit Card,Refunded,9778,2024-04-26
8889,290,USD,Purchase,Debit Card,Refunded,7981,2020-10-17
8890,240,EUR,Refund,Debit Card,Pending,7118,2023-09-06
8891,4599,USD,Purchase,Debit Card,Pending,976,2021-03-18
8892,536,USD,Refund,PayPal,Completed,4462,2023-01-18
8893,2266,EUR,Refund,PayPal,Refunded,8456,2020-03-13
8894,4571,USD,Purchase,Debit Card,Pending,4296,2022-07-21
8895,3867,EUR,Refund,PayPal,Completed,9891,2021-09-07
8896,3570,EUR,Purchase,Debit Card,Completed,8846,2023-01-14
8897,2370,EUR,Refund,Debit Card,Refunded,1598,2023-07-19
8898,240,USD,Refund,PayPal,Refunded,7474,2023-10-17
8899,4208,USD,Purchase,PayPal,Completed,327,2023-09-01
8900,527,USD,Refund,PayPal,Completed,479,2022-03-14
8901,2458,GBP,Purchase,PayPal,Pending,8080,2022-11-20
8902,3792,USD,Purchase,PayPal,Refunded,10723,2022-08-08
8903,4328,EUR,Purchase,Debit Card,Pending,5591,2023-09-08
8904,4053,EUR,Refund,Credit Card,Pending,8911,2024-08-21
8905,1149,GBP,Purchase,Debit Card,Refunded,9683,2022-10-05
8906,2226,USD,Purchase,PayPal,Completed,534,2021-03-05
8907,3187,EUR,Refund,PayPal,Refunded,7293,2020-02-06
8908,4893,EUR,Purchase,Credit Card,Pending,7271,2020-07-04
8909,3582,EUR,Purchase,PayPal,Pending,4341,2024-05-03
8910,4266,USD,Refund,Credit Card,Refunded,523,2022-01-10
8911,1456,GBP,Refund,Credit Card,Completed,583,2020-11-19
8912,2932,EUR,Purchase,Credit Card,Refunded,3296,2020-06-25
8913,4036,GBP,Refund,Debit Card,Pending,7217,2022-05-27
8914,4677,GBP,Refund,PayPal,Completed,4432,2023-04-05
8915,4133,USD,Refund,Credit Card,Pending,8494,2022-02-08
8916,4006,GBP,Purchase,PayPal,Refunded,4680,2021-06-10
8917,927,EUR,Purchase,Credit Card,Completed,9404,2023-04-28
8918,4893,GBP,Purchase,Debit Card,Pending,6816,2021-10-29
8919,4852,GBP,Refund,Debit Card,Pending,9051,2024-01-27
8920,833,EUR,Refund,Credit Card,Completed,1708,2023-02-25
8921,2494,GBP,Refund,Credit Card,Completed,5028,2020-04-13
8922,2690,GBP,Purchase,PayPal,Refunded,4387,2022-07-28
8923,4860,EUR,Purchase,Debit Card,Pending,5527,2024-08-22
8924,2143,EUR,Purchase,PayPal,Completed,9451,2023-04-21
8925,1966,USD,Purchase,Credit Card,Refunded,10141,2021-10-23
8926,4932,USD,Purchase,Credit Card,Refunded,2297,2021-12-01
8927,4326,USD,Refund,Credit Card,Pending,7572,2020-05-24
8928,2787,GBP,Purchase,Debit Card,Refunded,7864,2022-09-26
8929,1593,EUR,Refund,PayPal,Refunded,1131,2023-06-19
8930,2905,EUR,Purchase,Debit Card,Pending,5212,2021-07-15
8931,3436,USD,Refund,Credit Card,Pending,8292,2024-01-28
8932,4556,EUR,Purchase,Credit Card,Refunded,2044,2022-12-04
8933,4012,EUR,Purchase,Debit Card,Pending,9221,2023-03-04
8934,125,USD,Refund,PayPal,Completed,1855,2024-02-14
8935,484,EUR,Purchase,Credit Card,Pending,6433,2023-05-09
8936,2912,USD,Purchase,Debit Card,Completed,9641,2023-11-04
8937,4001,USD,Purchase,Credit Card,Pending,6106,2022-01-19
8938,930,GBP,Purchase,PayPal,Completed,6390,2022-02-15
8939,2805,USD,Purchase,Credit Card,Completed,4854,2021-01-13
8940,841,GBP,Refund,PayPal,Pending,4694,2024-01-07
8941,4778,EUR,Purchase,Debit Card,Completed,8590,2022-12-11
8942,612,USD,Purchase,PayPal,Pending,4439,2021-11-25
8943,121,GBP,Refund,Debit Card,Pending,7917,2023-12-12
8944,246,USD,Purchase,PayPal,Pending,6971,2021-01-29
8945,931,USD,Purchase,Credit Card,Completed,7178,2024-01-12
8946,2366,EUR,Refund,Debit Card,Refunded,6165,2023-09-08
8947,3067,GBP,Purchase,Credit Card,Pending,10263,2022-07-04
8948,834,GBP,Refund,Debit Card,Pending,6278,2022-04-05
8949,2623,GBP,Purchase,PayPal,Completed,7099,2023-08-10
8950,4257,USD,Purchase,Credit Card,Refunded,2098,2020-11-06
8951,2560,USD,Purchase,Credit Card,Completed,5269,2024-03-01
8952,2261,USD,Purchase,Credit Card,Completed,9503,2023-01-23
8953,94,EUR,Refund,Credit Card,Refunded,7231,2022-01-10
8954,3821,EUR,Purchase,Credit Card,Completed,771,2023-03-22
8955,4487,GBP,Refund,Credit Card,Completed,8084,2022-04-03
8956,488,EUR,Refund,Debit Card,Refunded,9398,2023-01-25
8957,2247,EUR,Purchase,Debit Card,Completed,7147,2021-12-26
8958,2370,USD,Refund,Credit Card,Completed,9754,2022-09-26
8959,1164,GBP,Refund,Debit Card,Refunded,8786,2020-02-12
8960,1667,GBP,Purchase,Credit Card,Pending,9655,2020-09-25
8961,535,USD,Purchase,PayPal,Pending,9123,2022-01-21
8962,907,USD,Refund,Debit Card,Completed,5068,2021-12-09
8963,3660,EUR,Purchase,Debit Card,Refunded,7981,2020-10-17
8964,2645,EUR,Refund,PayPal,Refunded,7230,2022-01-24
8965,204,GBP,Purchase,Debit Card,Pending,9640,2022-07-18
8966,1966,USD,Purchase,Debit Card,Completed,6386,2024-04-25
8967,4968,EUR,Purchase,Credit Card,Completed,1650,2021-11-04
8968,1771,EUR,Purchase,Credit Card,Completed,3610,2020-11-05
8969,3069,EUR,Refund,Credit Card,Refunded,3633,2020-05-16
8970,1488,USD,Purchase,Debit Card,Refunded,8524,2024-06-02
8971,2170,GBP,Refund,Credit Card,Refunded,8221,2020-12-24
8972,3376,GBP,Purchase,PayPal,Completed,8624,2024-09-01
8973,4775,EUR,Refund,PayPal,Pending,5783,2021-04-10
8974,2936,EUR,Refund,Debit Card,Refunded,9391,2021-05-29
8975,4818,GBP,Purchase,PayPal,Pending,4959,2020-02-19
8976,4606,USD,Refund,Debit Card,Refunded,6058,2020-06-24
8977,2401,USD,Refund,PayPal,Refunded,8737,2022-10-03
8978,451,EUR,Purchase,Debit Card,Completed,7843,2021-01-02
8979,2960,USD,Refund,Debit Card,Completed,6251,2020-03-17
8980,2227,GBP,Purchase,PayPal,Refunded,6545,2022-11-09
8981,4942,EUR,Purchase,Debit Card,Completed,12,2023-04-26
8982,712,EUR,Purchase,PayPal,Refunded,3361,2021-07-23
8983,128,EUR,Purchase,Credit Card,Completed,9877,2022-03-01
8984,4875,EUR,Refund,Credit Card,Completed,8503,2021-06-21
8985,3683,USD,Refund,PayPal,Completed,633,2023-03-03
8986,662,EUR,Refund,Debit Card,Completed,9527,2022-12-12
8987,1399,USD,Purchase,Debit Card,Refunded,10245,2020-10-04
8988,2334,EUR,Refund,Debit Card,Pending,9375,2021-03-15
8989,2940,GBP,Refund,PayPal,Pending,5838,2022-01-21
8990,2296,USD,Refund,Debit Card,Completed,10526,2022-11-20
8991,2844,USD,Purchase,Debit Card,Pending,554,2022-09-30
8992,2938,USD,Purchase,Credit Card,Refunded,4099,2023-04-03
8993,1265,EUR,Purchase,PayPal,Refunded,4559,2020-12-02
8994,4136,GBP,Purchase,PayPal,Refunded,1615,2020-10-29
8995,3558,EUR,Refund,Debit Card,Completed,4887,2024-05-09
8996,356,EUR,Refund,Debit Card,Refunded,4601,2021-05-07
8997,226,EUR,Purchase,Credit Card,Refunded,10165,2024-01-06
8998,1737,USD,Refund,Credit Card,Refunded,706,2022-10-18
8999,4219,GBP,Purchase,PayPal,Completed,10133,2024-07-20
9000,4855,USD,Refund,Debit Card,Completed,9457,2022-12-30
9001,2965,USD,Purchase,Debit Card,Completed,2147,2022-03-22
9002,1732,EUR,Refund,PayPal,Refunded,213,2023-01-10
9003,3470,GBP,Refund,Debit Card,Completed,7845,2023-03-18
9004,751,GBP,Refund,Debit Card,Pending,3785,2022-03-26
9005,548,EUR,Purchase,PayPal,Completed,5127,2024-01-05
9006,2603,GBP,Purchase,Debit Card,Pending,9327,2022-01-28
9007,3358,GBP,Refund,Credit Card,Pending,9586,2021-12-07
9008,2040,EUR,Refund,PayPal,Pending,3641,2020-05-20
9009,4599,GBP,Purchase,Credit Card,Pending,3000,2023-02-10
9010,3717,USD,Purchase,Credit Card,Refunded,9468,2021-09-24
9011,3365,GBP,Refund,Debit Card,Completed,4130,2020-04-01
9012,2971,EUR,Refund,Credit Card,Pending,5075,2022-01-05
9013,4296,EUR,Refund,Credit Card,Completed,7634,2024-01-16
9014,757,USD,Purchase,Debit Card,Refunded,1811,2023-09-19
9015,3577,EUR,Purchase,Credit Card,Completed,6389,2020-09-01
9016,3981,USD,Refund,Credit Card,Refunded,2602,2021-02-16
9017,997,USD,Refund,Debit Card,Refunded,8637,2023-07-27
9018,3323,EUR,Refund,Debit Card,Refunded,5856,2021-04-05
9019,4866,USD,Refund,Credit Card,Refunded,186,2021-08-05
9020,580,EUR,Refund,PayPal,Completed,1506,2020-08-14
9021,16,EUR,Purchase,Debit Card,Refunded,10033,2021-02-01
9022,4582,GBP,Purchase,PayPal,Completed,3696,2022-03-28
9023,442,EUR,Refund,Credit Card,Refunded,10674,2020-08-16
9024,4729,USD,Purchase,PayPal,Completed,6861,2022-04-25
9025,4627,EUR,Purchase,PayPal,Pending,8444,2023-01-30
9026,3285,GBP,Refund,Debit Card,Pending,4001,2020-05-10
9027,1938,EUR,Refund,Debit Card,Pending,1150,2022-02-11
9028,1265,GBP,Refund,Credit Card,Completed,7804,2021-10-29
9029,4186,USD,Purchase,Credit Card,Refunded,7263,2024-03-21
9030,2506,EUR,Purchase,Credit Card,Pending,5274,2020-04-04
9031,898,USD,Refund,Debit Card,Completed,541,2024-07-30
9032,1171,EUR,Refund,Credit Card,Completed,6625,2022-07-09
9033,3841,USD,Refund,Credit Card,Refunded,8727,2022-10-07
9034,519,USD,Refund,Debit Card,Pending,8474,2021-08-28
9035,1233,USD,Purchase,Debit Card,Completed,4994,2020-06-19
9036,4345,USD,Refund,Debit Card,Refunded,2305,2020-08-04
9037,1479,EUR,Refund,Credit Card,Refunded,5859,2024-09-16
9038,2630,USD,Refund,PayPal,Pending,3675,2022-04-29
9039,2209,GBP,Refund,PayPal,Refunded,5380,2020-08-25
9040,3280,EUR,Refund,Credit Card,Refunded,7781,2021-04-07
9041,394,GBP,Refund,Credit Card,Refunded,6694,2023-08-27
9042,437,USD,Purchase,Debit Card,Refunded,2830,2023-03-09
9043,3158,EUR,Purchase,Credit Card,Pending,8424,2021-09-04
9044,895,USD,Purchase,PayPal,Refunded,4026,2022-08-07
9045,4726,USD,Purchase,Debit Card,Pending,6488,2024-05-18
9046,831,USD,Purchase,Credit Card,Completed,8694,2022-10-03
9047,3549,EUR,Purchase,Credit Card,Completed,5943,2020-12-12
9048,1521,GBP,Purchase,Debit Card,Refunded,5800,2022-12-17
9049,63,EUR,Purchase,Credit Card,Refunded,3807,2021-12-21
9050,4349,EUR,Purchase,Debit Card,Completed,10603,2024-05-14
9051,2340,USD,Purchase,PayPal,Pending,903,2020-07-07
9052,3730,EUR,Refund,PayPal,Completed,3195,2022-08-30
9053,2056,EUR,Purchase,Credit Card,Completed,4074,2024-01-21
9054,1949,USD,Refund,PayPal,Pending,1089,2023-06-07
9055,1914,GBP,Purchase,PayPal,Pending,5044,2022-12-19
9056,1232,USD,Refund,PayPal,Pending,8816,2024-02-12
9057,4094,EUR,Purchase,Credit Card,Completed,129,2022-01-29
9058,2082,EUR,Refund,Debit Card,Completed,7177,2024-06-10
9059,4170,EUR,Refund,Debit Card,Refunded,3724,2023-05-11
9060,1916,GBP,Refund,Credit Card,Pending,669,2022-07-05
9061,2740,USD,Refund,PayPal,Completed,3669,2022-06-01
9062,4071,EUR,Purchase,Debit Card,Pending,10704,2023-04-15
9063,1888,USD,Purchase,Credit Card,Completed,1405,2023-05-15
9064,2479,GBP,Refund,Credit Card,Pending,4994,2020-06-19
9065,2945,USD,Refund,PayPal,Pending,6800,2021-01-29
9066,3440,GBP,Purchase,PayPal,Completed,6332,2020-07-05
9067,2288,GBP,Purchase,Credit Card,Pending,9170,2022-11-16
9068,2804,USD,Refund,Debit Card,Pending,5688,2020-11-18
9069,777,USD,Refund,Credit Card,Pending,9123,2022-01-21
9070,1461,GBP,Purchase,Debit Card,Completed,9684,2023-07-23
9071,4201,USD,Purchase,Debit Card,Pending,2716,2023-12-09
9072,2543,USD,Purchase,Debit Card,Pending,3674,2024-03-28
9073,2433,USD,Purchase,Debit Card,Completed,4247,2022-05-19
9074,1436,USD,Refund,Credit Card,Refunded,6324,2023-02-16
9075,3559,USD,Refund,Debit Card,Completed,3517,2020-05-28
9076,2623,EUR,Refund,Debit Card,Completed,9313,2020-11-10
9077,1330,USD,Refund,Credit Card,Pending,2933,2023-06-06
9078,4171,EUR,Purchase,Debit Card,Pending,10515,2022-10-08
9079,4700,GBP,Refund,Debit Card,Pending,4605,2023-07-02
9080,2161,USD,Refund,Credit Card,Pending,1490,2022-05-20
9081,125,GBP,Purchase,PayPal,Pending,9785,2020-01-05
9082,1963,USD,Refund,Credit Card,Refunded,212,2020-07-27
9083,1795,USD,Refund,PayPal,Refunded,4979,2022-08-11
9084,4403,EUR,Refund,PayPal,Completed,647,2022-10-06
9085,462,GBP,Purchase,Credit Card,Completed,3136,2022-06-01
9086,513,USD,Refund,Debit Card,Refunded,4426,2021-12-13
9087,1533,EUR,Purchase,Debit Card,Refunded,6755,2023-07-13
9088,1778,USD,Purchase,Credit Card,Refunded,6331,2022-02-04
9089,2248,GBP,Purchase,Debit Card,Completed,3690,2024-04-15
9090,1021,USD,Purchase,Credit Card,Pending,2573,2022-02-13
9091,1764,EUR,Refund,Credit Card,Pending,6862,2022-05-24
9092,4851,GBP,Purchase,Debit Card,Completed,579,2021-11-12
9093,4929,USD,Refund,PayPal,Refunded,3897,2020-11-28
9094,2908,EUR,Purchase,PayPal,Pending,3862,2021-10-23
9095,2618,GBP,Purchase,Debit Card,Pending,616,2024-01-28
9096,1262,EUR,Refund,PayPal,Pending,469,2022-09-18
9097,1659,GBP,Purchase,Credit Card,Completed,5430,2021-07-15
9098,4123,GBP,Purchase,PayPal,Completed,1481,2022-09-25
9099,189,USD,Purchase,Credit Card,Completed,5033,2020-11-29
9100,2100,GBP,Purchase,Debit Card,Pending,767,2023-08-08
9101,3145,EUR,Refund,Debit Card,Refunded,252,2020-04-10
9102,2704,EUR,Purchase,PayPal,Completed,8315,2020-09-17
9103,4643,EUR,Purchase,Credit Card,Refunded,8740,2021-10-25
9104,1363,EUR,Refund,Debit Card,Refunded,3365,2020-11-07
9105,1846,GBP,Purchase,Debit Card,Pending,4465,2023-10-28
9106,4228,EUR,Purchase,Debit Card,Pending,9994,2023-03-03
9107,145,GBP,Refund,PayPal,Completed,10637,2020-10-18
9108,4287,USD,Refund,Debit Card,Pending,6441,2023-01-18
9109,4509,EUR,Purchase,Debit Card,Pending,1730,2020-12-04
9110,1412,GBP,Purchase,Debit Card,Completed,8716,2023-09-15
9111,4792,EUR,Purchase,Debit Card,Pending,408,2022-04-13
9112,1583,USD,Purchase,Debit Card,Pending,7813,2024-04-14
9113,2468,USD,Purchase,PayPal,Refunded,1239,2024-05-11
9114,255,EUR,Purchase,Credit Card,Pending,6283,2024-08-15
9115,1609,GBP,Refund,PayPal,Pending,9009,2021-08-27
9116,2864,EUR,Refund,PayPal,Completed,4265,2024-01-22
9117,4801,GBP,Purchase,PayPal,Refunded,965,2023-10-21
9118,3013,USD,Refund,PayPal,Completed,1254,2020-02-13
9119,2621,USD,Purchase,Debit Card,Pending,3699,2024-03-20
9120,3273,USD,Purchase,Debit Card,Pending,4728,2021-03-24
9121,1797,GBP,Refund,Debit Card,Pending,5259,2023-02-10
9122,4544,EUR,Purchase,PayPal,Refunded,5592,2022-11-03
9123,4558,USD,Purchase,Debit Card,Completed,10115,2024-01-11
9124,4788,USD,Purchase,Debit Card,Refunded,2413,2023-06-14
9125,3257,GBP,Refund,PayPal,Completed,7609,2023-07-22
9126,708,USD,Purchase,PayPal,Pending,657,2020-06-01
9127,2988,GBP,Refund,Credit Card,Pending,1587,2023-05-27
9128,1733,EUR,Refund,Debit Card,Completed,1549,2021-03-14
9129,4280,GBP,Refund,Debit Card,Completed,6632,2021-03-25
9130,304,GBP,Purchase,Credit Card,Pending,8315,2020-09-17
9131,275,USD,Purchase,Debit Card,Completed,662,2021-09-15
9132,524,USD,Purchase,PayPal,Refunded,9162,2021-08-08
9133,3248,GBP,Refund,PayPal,Completed,8203,2021-08-01
9134,4921,EUR,Refund,Debit Card,Refunded,1016,2022-11-01
9135,869,EUR,Refund,Credit Card,Completed,9825,2024-10-03
9136,2878,USD,Purchase,Debit Card,Completed,8383,2022-05-17
9137,2739,GBP,Refund,Debit Card,Refunded,10326,2022-04-08
9138,3786,GBP,Refund,PayPal,Pending,5609,2021-04-20
9139,2053,USD,Refund,Credit Card,Refunded,3616,2023-09-14
9140,674,EUR,Purchase,Debit Card,Completed,8037,2020-08-26
9141,4310,USD,Purchase,Credit Card,Refunded,461,2020-04-17
9142,973,EUR,Refund,PayPal,Completed,4063,2024-03-07
9143,209,GBP,Purchase,Debit Card,Refunded,6460,2021-12-02
9144,1815,USD,Refund,PayPal,Pending,8577,2022-02-25
9145,2453,EUR,Purchase,PayPal,Refunded,4198,2023-03-13
9146,4704,USD,Refund,Debit Card,Completed,10625,2020-06-05
9147,4500,GBP,Refund,Debit Card,Pending,935,2023-02-04
9148,2515,EUR,Refund,PayPal,Pending,6529,2021-08-13
9149,3768,EUR,Refund,PayPal,Completed,10817,2022-01-03
9150,4761,USD,Refund,Credit Card,Completed,7590,2020-04-07
9151,2286,GBP,Refund,Credit Card,Pending,9186,2023-03-05
9152,4790,GBP,Purchase,Credit Card,Completed,9758,2022-01-20
9153,1622,GBP,Refund,Credit Card,Refunded,7700,2021-08-31
9154,3599,USD,Refund,Debit Card,Pending,6845,2020-12-02
9155,138,EUR,Refund,Debit Card,Completed,854,2022-03-17
9156,87,EUR,Purchase,Credit Card,Pending,526,2023-12-09
9157,2571,USD,Refund,Debit Card,Refunded,8758,2021-04-21
9158,1903,GBP,Refund,Credit Card,Refunded,10364,2020-01-16
9159,181,GBP,Refund,PayPal,Completed,5741,2020-07-02
9160,511,GBP,Purchase,Debit Card,Pending,6369,2021-03-14
