Interaction_id,interaction_type,interaction_outcome,follow_up_required,interaction_channel,follow_up_date,customer_id
9706,Support Request,Implemented,No ,Chat,2024-10-22,10582
9707,Feedback,Pending,Yes,Chat,2024-11-02,927
9708,Feedback,Pending,No ,Email,2024-10-17,1278
9709,Support Request,Pending,Yes,Email,2024-10-13,5214
9710,Complaint,Implemented,Yes,Email,2024-10-31,24
9711,Complaint,Resolved,No ,Email,2024-10-21,4526
9712,Complaint,Resolved,No ,Chat,2024-10-07,957
9713,Support Request,Unresolved,No ,Chat,2024-10-26,5932
9714,Complaint,Unresolved,Yes,Chat,2024-11-01,4408
9715,Complaint,Resolved,No ,Phone,2024-10-26,801
9716,Feedback,Resolved,Yes,Chat,2024-10-04,10356
9717,Feedback,Pending,Yes,Chat,2024-10-22,10858
9718,Complaint,Unresolved,Yes,Email,2024-10-07,7727
9719,Feedback,Resolved,Yes,Phone,2024-11-02,5514
9720,Support Request,Implemented,Yes,Email,2024-11-01,2104
9721,Support Request,Implemented,Yes,Chat,2024-10-16,7865
9722,Support Request,Pending,No ,Email,2024-10-16,3151
9723,Support Request,Implemented,No ,Phone,2024-10-21,8474
9724,Feedback,Pending,Yes,Chat,2024-10-12,4268
9725,Feedback,Resolved,Yes,Email,2024-10-10,6220
9726,Complaint,Implemented,No ,Email,2024-10-24,2012
9727,Feedback,Implemented,No ,Chat,2024-10-18,6744
9728,Complaint,Implemented,No ,Phone,2024-10-12,3144
9729,Complaint,Unresolved,Yes,Chat,2024-10-24,8881
9730,Support Request,Pending,No ,Email,2024-10-28,431
9731,Feedback,Resolved,No ,Chat,2024-11-02,5994
9732,Feedback,Resolved,Yes,Email,2024-10-22,8344
9733,Support Request,Implemented,No ,Phone,2024-10-24,10719
9734,Support Request,Pending,No ,Chat,2024-11-02,2099
9735,Complaint,Resolved,Yes,Email,2024-10-29,4022
9736,Feedback,Unresolved,No ,Chat,2024-10-07,9576
9737,Support Request,Implemented,No ,Email,2024-10-30,2187
9738,Feedback,Unresolved,No ,Email,2024-10-24,2942
9739,Support Request,Unresolved,No ,Phone,2024-10-18,6328
9740,Complaint,Pending,No ,Phone,2024-10-16,2160
9741,Feedback,Resolved,No ,Phone,2024-10-10,5824
9742,Support Request,Implemented,Yes,Chat,2024-10-10,952
9743,Feedback,Pending,Yes,Email,2024-10-08,10102
9744,Complaint,Resolved,No ,Chat,2024-10-13,3792
9745,Complaint,Pending,No ,Chat,2024-10-04,4839
9746,Support Request,Unresolved,No ,Email,2024-10-21,10006
9747,Support Request,Pending,Yes,Chat,2024-10-30,2846
9748,Feedback,Implemented,Yes,Email,2024-10-16,2186
9749,Complaint,Resolved,No ,Phone,2024-10-25,4154
9750,Feedback,Implemented,No ,Chat,2024-10-06,1774
9751,Feedback,Resolved,No ,Chat,2024-10-16,6512
9752,Feedback,Unresolved,No ,Chat,2024-10-07,1630
9753,Feedback,Unresolved,Yes,Chat,2024-10-16,6206
9754,Complaint,Unresolved,No ,Email,2024-10-11,6607
9755,Feedback,Resolved,Yes,Phone,2024-10-24,9178
9756,Support Request,Pending,Yes,Chat,2024-11-02,4312
9757,Support Request,Unresolved,No ,Email,2024-10-21,10441
9758,Support Request,Resolved,No ,Phone,2024-10-07,4102
9759,Feedback,Implemented,No ,Chat,2024-10-19,8927
9760,Support Request,Pending,Yes,Chat,2024-10-06,9934
9761,Complaint,Unresolved,No ,Chat,2024-10-20,6803
9762,Feedback,Pending,Yes,Phone,2024-10-08,9482
9763,Support Request,Pending,No ,Email,2024-10-12,9070
9764,Complaint,Unresolved,No ,Email,2024-10-09,3870
9765,Complaint,Implemented,No ,Chat,2024-11-01,8286
9766,Support Request,Resolved,Yes,Chat,2024-10-23,3696
9767,Feedback,Unresolved,No ,Phone,2024-10-14,4324
9768,Support Request,Unresolved,No ,Email,2024-10-25,2581
9769,Complaint,Unresolved,Yes,Email,2024-10-24,4095
9770,Feedback,Implemented,No ,Email,2024-10-09,10232
9771,Complaint,Implemented,Yes,Email,2024-10-19,4158
9772,Complaint,Implemented,No ,Phone,2024-10-11,1408
9773,Complaint,Unresolved,No ,Phone,2024-10-26,8739
9774,Support Request,Resolved,Yes,Email,2024-10-16,9726
9775,Complaint,Pending,Yes,Email,2024-10-20,10964
9776,Complaint,Unresolved,No ,Phone,2024-10-12,9181
9777,Complaint,Implemented,Yes,Phone,2024-10-19,9338
9778,Complaint,Resolved,No ,Phone,2024-10-26,9538
9779,Support Request,Resolved,Yes,Phone,2024-10-11,7974
9780,Support Request,Pending,No ,Chat,2024-10-20,8730
9781,Support Request,Unresolved,Yes,Chat,2024-10-16,8708
9782,Complaint,Pending,Yes,Chat,2024-10-15,9456
9783,Feedback,Pending,No ,Email,2024-10-26,9248
9784,Complaint,Pending,No ,Chat,2024-10-09,7032
9785,Support Request,Pending,Yes,Chat,2024-10-27,1669
9786,Feedback,Unresolved,No ,Chat,2024-10-12,7980
9787,Complaint,Unresolved,No ,Phone,2024-10-22,3936
9788,Feedback,Pending,No ,Phone,2024-10-05,10594
9789,Support Request,Pending,No ,Chat,2024-10-30,3935
9790,Complaint,Unresolved,Yes,Chat,2024-10-26,3155
9791,Support Request,Unresolved,No ,Chat,2024-10-05,5035
9792,Complaint,Unresolved,No ,Email,2024-10-05,589
9793,Complaint,Pending,Yes,Phone,2024-10-05,10164
9794,Support Request,Unresolved,Yes,Phone,2024-10-28,6268
9795,Feedback,Unresolved,No ,Chat,2024-10-24,1286
9796,Complaint,Pending,Yes,Chat,2024-10-28,8836
9797,Complaint,Resolved,No ,Phone,2024-10-15,9841
9798,Feedback,Resolved,No ,Phone,2024-10-04,7734
9799,Complaint,Unresolved,No ,Email,2024-10-08,10544
9800,Support Request,Unresolved,Yes,Phone,2024-10-22,5187
9801,Support Request,Resolved,No ,Phone,2024-10-29,4884
9802,Support Request,Pending,No ,Phone,2024-10-26,1722
9803,Feedback,Pending,No ,Email,2024-10-16,843
9804,Support Request,Pending,Yes,Phone,2024-10-04,123
9805,Feedback,Implemented,No ,Chat,2024-10-31,7724
9806,Feedback,Implemented,Yes,Chat,2024-10-26,5031
9807,Complaint,Pending,No ,Chat,2024-10-16,4699
9808,Complaint,Unresolved,No ,Chat,2024-10-27,6245
9809,Feedback,Implemented,Yes,Email,2024-10-09,1075
9810,Feedback,Unresolved,No ,Phone,2024-10-26,6919
9811,Complaint,Unresolved,No ,Chat,2024-10-22,407
9812,Feedback,Pending,Yes,Email,2024-10-26,2027
9813,Feedback,Unresolved,Yes,Chat,2024-10-22,3878
9814,Feedback,Resolved,Yes,Chat,2024-10-20,7078
9815,Feedback,Resolved,Yes,Phone,2024-10-08,4686
9816,Support Request,Resolved,No ,Phone,2024-10-26,9925
9817,Feedback,Implemented,Yes,Email,2024-10-09,8591
9818,Complaint,Unresolved,Yes,Chat,2024-10-16,10635
9819,Support Request,Pending,No ,Chat,2024-10-27,9216
9820,Feedback,Pending,Yes,Chat,2024-10-26,1348
9821,Support Request,Unresolved,Yes,Chat,2024-10-25,3886
9822,Support Request,Unresolved,No ,Chat,2024-10-04,4669
9823,Support Request,Pending,No ,Chat,2024-10-15,4781
9824,Complaint,Pending,Yes,Chat,2024-10-20,10681
9825,Support Request,Pending,No ,Chat,2024-10-16,3310
9826,Complaint,Unresolved,No ,Phone,2024-10-20,4583
9827,Support Request,Unresolved,No ,Email,2024-10-11,3570
9828,Complaint,Resolved,No ,Phone,2024-10-17,2102
9829,Feedback,Implemented,No ,Phone,2024-10-11,9323
9830,Support Request,Pending,Yes,Email,2024-10-31,6061
9831,Support Request,Unresolved,No ,Chat,2024-10-16,5166
9832,Feedback,Pending,No ,Phone,2024-10-21,5862
9833,Feedback,Unresolved,No ,Chat,2024-10-23,4512
9834,Feedback,Implemented,No ,Email,2024-10-05,5201
9835,Feedback,Pending,Yes,Phone,2024-10-24,9083
9836,Feedback,Implemented,Yes,Phone,2024-10-04,3974
9837,Support Request,Pending,Yes,Chat,2024-10-12,5951
9838,Complaint,Unresolved,No ,Phone,2024-10-18,733
9839,Support Request,Unresolved,No ,Phone,2024-10-19,10407
9840,Complaint,Unresolved,No ,Email,2024-10-31,2322
9841,Support Request,Pending,Yes,Phone,2024-10-06,6132
9842,Support Request,Resolved,Yes,Chat,2024-10-19,3301
9843,Support Request,Implemented,Yes,Phone,2024-10-22,5404
9844,Complaint,Resolved,Yes,Email,2024-10-14,7824
9845,Feedback,Pending,No ,Email,2024-10-21,5933
9846,Support Request,Unresolved,No ,Chat,2024-10-06,8821
9847,Feedback,Unresolved,Yes,Chat,2024-10-05,1737
9848,Complaint,Implemented,No ,Email,2024-10-23,183
9849,Feedback,Pending,Yes,Email,2024-10-19,1762
9850,Support Request,Pending,Yes,Phone,2024-10-10,7938
9851,Complaint,Implemented,No ,Phone,2024-10-31,596
9852,Support Request,Unresolved,Yes,Chat,2024-10-23,7808
9853,Support Request,Resolved,Yes,Phone,2024-10-29,1204
9854,Support Request,Unresolved,No ,Chat,2024-10-10,1070
9855,Support Request,Resolved,No ,Email,2024-10-25,7012
9856,Feedback,Unresolved,No ,Phone,2024-10-10,995
9857,Complaint,Resolved,Yes,Chat,2024-10-22,9726
9858,Complaint,Implemented,No ,Chat,2024-10-07,3657
9859,Complaint,Resolved,No ,Email,2024-10-18,4917
9860,Support Request,Unresolved,Yes,Phone,2024-10-15,3813
9861,Feedback,Pending,Yes,Email,2024-10-30,1095
9862,Support Request,Pending,Yes,Chat,2024-11-02,9700
9863,Complaint,Resolved,Yes,Phone,2024-11-02,5488
9864,Complaint,Resolved,No ,Chat,2024-10-04,1447
9865,Feedback,Implemented,No ,Chat,2024-10-14,5393
9866,Complaint,Pending,Yes,Email,2024-10-31,1696
9867,Support Request,Pending,Yes,Email,2024-10-05,6304
9868,Support Request,Pending,Yes,Email,2024-10-05,8232
9869,Complaint,Implemented,Yes,Phone,2024-11-02,7758
9870,Complaint,Unresolved,No ,Email,2024-10-06,7439
9871,Complaint,Unresolved,No ,Chat,2024-10-05,9548
9872,Feedback,Pending,Yes,Chat,2024-10-06,1591
9873,Support Request,Resolved,No ,Email,2024-10-12,4702
9874,Support Request,Resolved,No ,Email,2024-11-01,6498
9875,Feedback,Implemented,No ,Email,2024-10-06,1066
9876,Feedback,Unresolved,Yes,Phone,2024-10-29,1303
9877,Complaint,Implemented,No ,Phone,2024-10-12,3791
9878,Feedback,Implemented,Yes,Email,2024-10-17,8989
9879,Feedback,Pending,No ,Phone,2024-10-27,10631
9880,Complaint,Implemented,Yes,Email,2024-10-04,2857
9881,Complaint,Unresolved,Yes,Email,2024-10-23,3610
9882,Support Request,Resolved,No ,Phone,2024-10-12,9009
9883,Support Request,Pending,Yes,Email,2024-10-23,8090
9884,Complaint,Resolved,Yes,Email,2024-11-02,5885
9885,Complaint,Resolved,No ,Chat,2024-10-29,7285
9886,Complaint,Unresolved,Yes,Email,2024-10-26,995
9887,Complaint,Implemented,No ,Chat,2024-10-13,9469
9888,Feedback,Implemented,No ,Phone,2024-10-31,2979
9889,Complaint,Resolved,Yes,Chat,2024-10-12,9923
9890,Complaint,Unresolved,Yes,Chat,2024-10-21,3081
9891,Complaint,Implemented,Yes,Email,2024-10-09,5890
9892,Complaint,Resolved,Yes,Phone,2024-11-01,5933
9893,Feedback,Pending,Yes,Phone,2024-10-09,1864
9894,Feedback,Implemented,No ,Chat,2024-10-12,3878
9895,Support Request,Implemented,No ,Email,2024-10-12,2294
9896,Feedback,Resolved,Yes,Chat,2024-10-05,5628
9897,Support Request,Unresolved,No ,Chat,2024-10-28,3767
9898,Feedback,Unresolved,No ,Chat,2024-10-24,1155
9899,Support Request,Unresolved,Yes,Chat,2024-10-26,7835
9900,Feedback,Unresolved,Yes,Phone,2024-10-13,6386
9901,Complaint,Pending,No ,Chat,2024-10-14,8341
9902,Support Request,Implemented,Yes,Phone,2024-10-08,7938
9903,Complaint,Unresolved,Yes,Chat,2024-10-05,8422
9904,Feedback,Resolved,Yes,Chat,2024-10-13,1380
9905,Complaint,Implemented,Yes,Phone,2024-10-21,608
9906,Complaint,Pending,Yes,Phone,2024-10-19,6568
9907,Feedback,Implemented,Yes,Phone,2024-10-19,10506
9908,Complaint,Unresolved,No ,Phone,2024-10-14,8172
9909,Feedback,Implemented,No ,Phone,2024-10-12,7281
9910,Feedback,Implemented,Yes,Email,2024-10-18,5488
9911,Complaint,Pending,No ,Phone,2024-11-01,10512
9912,Feedback,Implemented,Yes,Email,2024-10-08,5486
9913,Support Request,Pending,Yes,Email,2024-10-19,10008
9914,Support Request,Pending,No ,Email,2024-10-17,1251
9915,Complaint,Unresolved,Yes,Phone,2024-10-27,5564
9916,Support Request,Unresolved,Yes,Phone,2024-10-16,1311
9917,Complaint,Resolved,No ,Email,2024-10-22,6
9918,Complaint,Implemented,No ,Chat,2024-10-23,8114
9919,Feedback,Resolved,Yes,Email,2024-10-16,4211
9920,Complaint,Resolved,No ,Phone,2024-10-31,5823
9921,Feedback,Resolved,Yes,Email,2024-10-17,10878
9922,Support Request,Pending,Yes,Chat,2024-10-10,2174
9923,Feedback,Resolved,Yes,Phone,2024-10-25,8285
9924,Feedback,Pending,No ,Chat,2024-10-15,1155
9925,Complaint,Implemented,No ,Phone,2024-10-26,5629
9926,Support Request,Unresolved,Yes,Email,2024-10-06,9052
9927,Complaint,Unresolved,No ,Phone,2024-10-19,7386
9928,Complaint,Pending,No ,Phone,2024-10-27,8154
9929,Feedback,Implemented,No ,Email,2024-10-20,9397
9930,Support Request,Resolved,No ,Chat,2024-10-21,3366
9931,Feedback,Implemented,Yes,Phone,2024-10-10,2133
9932,Support Request,Pending,Yes,Phone,2024-10-21,9254
9933,Support Request,Pending,Yes,Email,2024-10-29,302
9934,Support Request,Pending,Yes,Phone,2024-11-02,2912
9935,Complaint,Implemented,No ,Phone,2024-10-20,5950
9936,Complaint,Implemented,No ,Chat,2024-10-06,2532
9937,Feedback,Pending,No ,Phone,2024-10-17,10260
9938,Complaint,Implemented,No ,Chat,2024-10-12,8038
9939,Feedback,Implemented,Yes,Chat,2024-10-20,1045
9940,Complaint,Implemented,No ,Phone,2024-10-29,9464
9941,Feedback,Resolved,Yes,Email,2024-10-18,2934
9942,Support Request,Unresolved,Yes,Chat,2024-10-13,1003
9943,Complaint,Resolved,Yes,Email,2024-10-19,6618
9944,Complaint,Unresolved,Yes,Phone,2024-10-21,2394
9945,Feedback,Pending,Yes,Chat,2024-10-13,4711
9946,Feedback,Unresolved,Yes,Phone,2024-10-26,636
9947,Support Request,Implemented,No ,Email,2024-10-19,10444
9948,Feedback,Unresolved,Yes,Phone,2024-10-09,6215
9949,Support Request,Pending,Yes,Email,2024-10-16,7797
9950,Support Request,Resolved,Yes,Chat,2024-10-07,1019
9951,Support Request,Resolved,No ,Phone,2024-10-19,8134
9952,Complaint,Unresolved,No ,Email,2024-10-25,9220
9953,Feedback,Resolved,No ,Phone,2024-10-30,3889
9954,Complaint,Pending,Yes,Phone,2024-10-11,982
9955,Feedback,Implemented,Yes,Chat,2024-10-29,5946
9956,Support Request,Resolved,Yes,Chat,2024-10-21,9066
9957,Support Request,Unresolved,No ,Chat,2024-10-18,4816
9958,Support Request,Unresolved,Yes,Phone,2024-10-10,7826
9959,Feedback,Pending,Yes,Phone,2024-10-20,4678
9960,Complaint,Unresolved,No ,Phone,2024-10-06,6047
9961,Feedback,Resolved,No ,Phone,2024-10-15,5787
9962,Support Request,Pending,Yes,Phone,2024-10-28,2954
9963,Complaint,Pending,No ,Chat,2024-10-25,1468
9964,Feedback,Resolved,No ,Chat,2024-10-27,9650
9965,Complaint,Resolved,Yes,Chat,2024-10-28,652
9966,Feedback,Pending,Yes,Phone,2024-10-15,5888
9967,Support Request,Resolved,No ,Phone,2024-10-05,5891
9968,Support Request,Resolved,Yes,Chat,2024-10-08,9476
9969,Support Request,Implemented,Yes,Chat,2024-10-11,2497
9970,Complaint,Resolved,No ,Email,2024-10-13,3411
9971,Feedback,Unresolved,No ,Chat,2024-10-15,2727
9972,Complaint,Implemented,No ,Email,2024-11-02,6792
9973,Feedback,Implemented,No ,Email,2024-11-01,10066
9974,Support Request,Resolved,Yes,Chat,2024-11-02,2698
9975,Feedback,Resolved,No ,Phone,2024-10-11,3118
9976,Support Request,Resolved,No ,Chat,2024-10-12,2233
9977,Feedback,Implemented,No ,Chat,2024-10-17,9713
9978,Support Request,Implemented,Yes,Email,2024-11-02,3367
9979,Feedback,Pending,Yes,Phone,2024-10-20,10024
9980,Feedback,Unresolved,No ,Email,2024-10-09,2646
9981,Support Request,Unresolved,Yes,Phone,2024-10-19,9433
9982,Complaint,Pending,No ,Email,2024-10-11,6691
9983,Feedback,Pending,Yes,Phone,2024-10-20,7794
9984,Complaint,Resolved,Yes,Email,2024-10-29,9711
9985,Support Request,Resolved,No ,Phone,2024-10-24,10081
9986,Support Request,Implemented,No ,Phone,2024-10-30,624
9987,Support Request,Pending,No ,Email,2024-10-24,1039
9988,Feedback,Unresolved,Yes,Email,2024-10-26,2280
9989,Complaint,Pending,No ,Email,2024-10-06,10085
9990,Feedback,Unresolved,No ,Chat,2024-10-15,6911
9991,Complaint,Unresolved,No ,Chat,2024-10-27,10280
9992,Feedback,Resolved,No ,Email,2024-10-11,781
9993,Complaint,Implemented,No ,Email,2024-10-06,5295
9994,Feedback,Resolved,Yes,Email,2024-10-14,3568
9995,Complaint,Implemented,Yes,Phone,2024-10-31,7209
9996,Feedback,Resolved,No ,Chat,2024-10-04,7507
9997,Complaint,Pending,Yes,Phone,2024-10-20,315
9998,Feedback,Implemented,No ,Email,2024-10-17,6554
9999,Feedback,Implemented,No ,Chat,2024-10-15,3068
10000,Feedback,Implemented,No ,Phone,2024-10-17,2118
10001,Feedback,Resolved,No ,Email,2024-10-07,3790
10002,Support Request,Pending,Yes,Chat,2024-10-08,5037
10003,Support Request,Unresolved,Yes,Email,2024-10-14,655
10004,Complaint,Unresolved,Yes,Email,2024-10-26,9560
10005,Complaint,Pending,Yes,Chat,2024-10-28,5608
10006,Feedback,Pending,No ,Phone,2024-10-14,3689
10007,Complaint,Resolved,Yes,Chat,2024-10-07,6176
10008,Complaint,Resolved,No ,Email,2024-10-04,7356
10009,Feedback,Implemented,Yes,Phone,2024-10-28,833
10010,Complaint,Unresolved,No ,Phone,2024-10-11,10305
10011,Complaint,Implemented,Yes,Email,2024-11-01,4340
10012,Support Request,Unresolved,Yes,Email,2024-10-20,6188
10013,Support Request,Resolved,Yes,Phone,2024-10-08,5210
10014,Complaint,Unresolved,No ,Chat,2024-10-13,8638
10015,Complaint,Pending,Yes,Email,2024-10-19,5346
10016,Feedback,Resolved,Yes,Phone,2024-10-16,4137
10017,Complaint,Resolved,No ,Phone,2024-10-31,7939
10018,Complaint,Resolved,Yes,Chat,2024-10-07,861
10019,Support Request,Implemented,Yes,Chat,2024-10-09,3603
10020,Feedback,Resolved,Yes,Chat,2024-10-28,1395
10021,Support Request,Unresolved,No ,Phone,2024-10-11,6677
10022,Support Request,Unresolved,No ,Chat,2024-10-29,6861
10023,Feedback,Implemented,No ,Chat,2024-11-01,2140
10024,Feedback,Unresolved,Yes,Email,2024-10-30,8806
10025,Feedback,Resolved,No ,Email,2024-10-29,7888
10026,Support Request,Pending,No ,Chat,2024-10-29,1069
10027,Support Request,Pending,Yes,Chat,2024-10-10,5291
10028,Complaint,Pending,Yes,Chat,2024-10-28,4686
10029,Feedback,Resolved,No ,Email,2024-10-08,597
10030,Feedback,Resolved,No ,Email,2024-10-29,8498
10031,Complaint,Unresolved,No ,Chat,2024-10-10,4379
10032,Complaint,Pending,Yes,Email,2024-10-18,2414
10033,Support Request,Unresolved,No ,Phone,2024-10-25,9533
10034,Feedback,Unresolved,No ,Phone,2024-10-04,97
10035,Complaint,Implemented,Yes,Chat,2024-10-22,3167
10036,Support Request,Pending,Yes,Email,2024-10-06,9402
10037,Feedback,Resolved,Yes,Chat,2024-10-16,9054
10038,Feedback,Unresolved,No ,Email,2024-10-16,6338
10039,Support Request,Implemented,No ,Chat,2024-10-13,9908
10040,Feedback,Implemented,No ,Chat,2024-10-05,3000
10041,Feedback,Resolved,No ,Phone,2024-10-18,2182
10042,Feedback,Resolved,Yes,Chat,2024-10-24,3749
10043,Complaint,Resolved,Yes,Phone,2024-10-15,2095
10044,Feedback,Unresolved,No ,Email,2024-10-06,4252
10045,Feedback,Resolved,No ,Chat,2024-10-08,4808
10046,Feedback,Resolved,Yes,Chat,2024-10-19,7330
10047,Complaint,Unresolved,No ,Chat,2024-10-22,9473
10048,Support Request,Pending,Yes,Phone,2024-10-21,6625
10049,Feedback,Resolved,No ,Phone,2024-10-27,10262
10050,Complaint,Pending,No ,Email,2024-10-09,10185
10051,Feedback,Implemented,No ,Chat,2024-10-30,10835
10052,Feedback,Pending,Yes,Chat,2024-10-08,2703
10053,Feedback,Implemented,Yes,Phone,2024-10-06,7527
10054,Feedback,Unresolved,Yes,Chat,2024-10-19,10253
10055,Complaint,Unresolved,Yes,Chat,2024-10-29,184
10056,Support Request,Implemented,Yes,Chat,2024-10-09,739
10057,Feedback,Implemented,No ,Chat,2024-10-10,4698
10058,Feedback,Implemented,No ,Email,2024-10-09,829
10059,Complaint,Implemented,Yes,Phone,2024-10-09,2248
10060,Feedback,Implemented,Yes,Chat,2024-10-19,1941
10061,Support Request,Resolved,Yes,Email,2024-10-17,8662
10062,Complaint,Implemented,Yes,Phone,2024-10-10,1477
10063,Complaint,Pending,No ,Email,2024-10-26,4641
10064,Support Request,Resolved,No ,Chat,2024-10-06,5103
10065,Feedback,Pending,No ,Chat,2024-10-15,3632
10066,Complaint,Implemented,Yes,Email,2024-10-20,4824
10067,Complaint,Resolved,No ,Phone,2024-10-30,6934
10068,Support Request,Resolved,No ,Email,2024-10-10,1387
10069,Feedback,Implemented,No ,Phone,2024-10-31,2305
10070,Feedback,Pending,No ,Email,2024-10-27,9498
10071,Feedback,Implemented,Yes,Chat,2024-10-23,10130
10072,Complaint,Resolved,Yes,Chat,2024-10-09,10093
10073,Support Request,Unresolved,No ,Email,2024-10-04,3797
10074,Feedback,Unresolved,Yes,Phone,2024-10-23,6236
10075,Support Request,Pending,Yes,Chat,2024-10-21,4478
10076,Support Request,Pending,No ,Email,2024-10-09,4314
10077,Feedback,Implemented,Yes,Email,2024-10-21,10965
10078,Complaint,Implemented,No ,Email,2024-10-26,5967
10079,Feedback,Pending,No ,Chat,2024-10-17,5392
10080,Feedback,Resolved,Yes,Chat,2024-10-28,7003
10081,Complaint,Resolved,No ,Email,2024-10-23,4881
10082,Support Request,Pending,Yes,Phone,2024-10-30,10036
10083,Support Request,Implemented,Yes,Chat,2024-10-28,4685
10084,Support Request,Unresolved,Yes,Phone,2024-11-01,10790
10085,Complaint,Implemented,Yes,Email,2024-10-26,1405
10086,Feedback,Resolved,No ,Chat,2024-10-10,5972
10087,Support Request,Resolved,No ,Phone,2024-10-28,5930
10088,Feedback,Unresolved,No ,Chat,2024-10-13,6237
10089,Support Request,Pending,No ,Phone,2024-10-09,3827
10090,Complaint,Pending,No ,Chat,2024-10-25,7833
10091,Support Request,Pending,Yes,Phone,2024-10-07,8081
10092,Feedback,Unresolved,No ,Chat,2024-10-30,3972
10093,Feedback,Implemented,Yes,Phone,2024-10-10,8497
10094,Complaint,Pending,No ,Email,2024-10-23,4912
10095,Complaint,Implemented,No ,Email,2024-10-31,5761
10096,Support Request,Pending,No ,Email,2024-10-05,8547
10097,Support Request,Pending,Yes,Chat,2024-10-10,7084
10098,Support Request,Unresolved,Yes,Phone,2024-10-20,6166
10099,Complaint,Pending,No ,Email,2024-10-12,953
10100,Support Request,Pending,No ,Phone,2024-10-08,9867
10101,Complaint,Pending,Yes,Chat,2024-10-23,6939
10102,Support Request,Implemented,Yes,Email,2024-10-26,3885
10103,Support Request,Implemented,No ,Phone,2024-10-31,4437
10104,Complaint,Resolved,Yes,Email,2024-10-23,1603
10105,Support Request,Resolved,No ,Email,2024-10-20,10882
10106,Complaint,Unresolved,No ,Chat,2024-10-24,2533
10107,Support Request,Implemented,No ,Email,2024-10-07,8869
10108,Feedback,Resolved,Yes,Chat,2024-10-16,2433
10109,Support Request,Resolved,Yes,Chat,2024-10-23,7976
10110,Feedback,Resolved,No ,Email,2024-10-12,794
10111,Complaint,Pending,No ,Chat,2024-10-26,10453
10112,Support Request,Pending,Yes,Phone,2024-11-02,6739
10113,Complaint,Pending,Yes,Email,2024-10-07,2049
10114,Feedback,Implemented,Yes,Chat,2024-10-11,4821
10115,Complaint,Implemented,No ,Chat,2024-10-15,6405
10116,Support Request,Implemented,No ,Email,2024-10-12,123
10117,Support Request,Resolved,No ,Chat,2024-10-11,10993
10118,Support Request,Pending,Yes,Phone,2024-10-21,10016
10119,Complaint,Unresolved,No ,Email,2024-10-28,10677
10120,Feedback,Unresolved,No ,Email,2024-10-16,1850
10121,Complaint,Unresolved,No ,Phone,2024-10-08,3200
10122,Feedback,Implemented,Yes,Chat,2024-10-05,6081
10123,Support Request,Pending,Yes,Phone,2024-10-24,6149
10124,Feedback,Implemented,No ,Phone,2024-10-19,8540
10125,Feedback,Pending,Yes,Chat,2024-10-25,701
10126,Support Request,Unresolved,Yes,Phone,2024-10-30,2469
10127,Feedback,Pending,No ,Email,2024-10-25,8273
10128,Support Request,Unresolved,Yes,Chat,2024-10-09,8338
10129,Complaint,Unresolved,Yes,Phone,2024-10-14,5122
10130,Support Request,Resolved,No ,Chat,2024-10-26,8965
10131,Support Request,Resolved,No ,Chat,2024-10-11,6673
10132,Complaint,Unresolved,Yes,Phone,2024-10-13,10165
10133,Support Request,Pending,No ,Chat,2024-10-30,2477
10134,Complaint,Resolved,No ,Email,2024-10-29,2485
10135,Feedback,Implemented,Yes,Chat,2024-10-16,7989
10136,Complaint,Pending,No ,Phone,2024-10-10,1511
10137,Complaint,Pending,Yes,Email,2024-10-08,6742
10138,Complaint,Implemented,Yes,Email,2024-10-21,9241
10139,Support Request,Pending,No ,Chat,2024-10-08,9233
10140,Complaint,Implemented,No ,Chat,2024-10-26,1538
10141,Support Request,Implemented,No ,Phone,2024-10-21,4311
10142,Support Request,Pending,No ,Phone,2024-10-25,2226
10143,Complaint,Pending,Yes,Email,2024-10-23,4472
10144,Complaint,Implemented,No ,Email,2024-10-13,864
10145,Feedback,Resolved,No ,Chat,2024-10-20,735
10146,Support Request,Implemented,No ,Chat,2024-10-20,3975
10147,Support Request,Implemented,Yes,Phone,2024-10-06,6373
10148,Support Request,Pending,No ,Phone,2024-11-01,10507
10149,Complaint,Resolved,No ,Chat,2024-10-11,10932
10150,Feedback,Implemented,No ,Email,2024-10-21,1948
10151,Feedback,Pending,No ,Chat,2024-10-25,1635
10152,Feedback,Implemented,No ,Phone,2024-10-06,10064
10153,Complaint,Resolved,No ,Phone,2024-10-27,215
10154,Complaint,Implemented,No ,Phone,2024-10-21,4733
10155,Support Request,Unresolved,No ,Email,2024-10-24,3121
10156,Support Request,Implemented,No ,Phone,2024-10-22,5066
10157,Complaint,Implemented,No ,Chat,2024-10-13,2422
10158,Support Request,Implemented,Yes,Chat,2024-10-16,2545
10159,Support Request,Pending,Yes,Phone,2024-10-10,6197
10160,Feedback,Unresolved,Yes,Email,2024-10-05,3029
10161,Complaint,Pending,Yes,Email,2024-10-27,6260
10162,Feedback,Pending,Yes,Chat,2024-10-16,864
10163,Feedback,Unresolved,Yes,Phone,2024-10-25,9245
10164,Support Request,Implemented,No ,Phone,2024-10-10,2986
10165,Feedback,Resolved,No ,Phone,2024-10-25,888
10166,Support Request,Pending,No ,Chat,2024-10-20,6382
10167,Feedback,Unresolved,No ,Email,2024-10-13,5427
10168,Feedback,Unresolved,Yes,Phone,2024-10-11,9053
10169,Complaint,Resolved,Yes,Phone,2024-10-20,1100
